Location,State,Total Biomass Residue (thousand tonnes/yr),Crop Residue,Manure Residue,Forest Residue,Primary Mill Residue,Secondary Mill Residue,Urban Residue,Landfill Residue
Ray,Missouri,212355.970,78523.639,386.268,2044.000,0.000,0.000,2490.241,0.000
Clay,Missouri,83356.186,16805.966,135.840,36558.000,0.000,1510.524,20165.274,0.000
Saline,Missouri,303524.151,230534.929,3417.903,3302.000,0.000,0.000,2623.887,916.815
Audrain,Missouri,285166.202,175304.511,3265.242,4797.000,6564.000,244.800,3301.390,1039.000
St. Louis,Missouri,259830.066,12053.429,5.227,36275.000,0.000,11250.914,109640.779,88075.000
Cass,Missouri,122447.927,53065.062,929.221,4952.000,3599.000,554.918,8935.045,139.618
Franklin,Missouri,97532.716,30826.922,2118.952,12480.000,5564.000,1518.689,10365.778,3834.000
Osage,Missouri,62315.897,14937.405,2770.289,27995.000,12137.000,24.494,1392.804,0.000
Douglas,Kansas,80633.077,33056.904,176.751,2088.000,0.000,265.212,12238.042,0.000
Henry,Missouri,93423.475,38437.728,830.499,6305.000,0.000,493.682,2527.104,1438.000
Washington,Missouri,59431.411,0.000,202.862,32462.000,20218.000,1237.147,2579.955,2675.155
Ste. Genevieve,Missouri,53585.534,23761.480,689.292,0.000,0.000,281.542,1993.276,0.000
Vernon,Missouri,265923.083,60405.122,5594.150,6003.000,6739.000,257.047,2271.794,1069.000
Perry,Missouri,158151.686,46923.788,1281.742,20070.000,46590.000,746.647,2114.979,2450.000
Sherburne,Minnesota,77289.265,52592.730,92.007,5824.000,255.000,803.801,6526.396,5597.983
Wright,Minnesota,187468.041,130795.215,377.598,8077.000,377.000,1820.642,9135.628,0.000
Anoka,Minnesota,61552.249,9523.935,26.303,629.000,0.000,3690.274,29450.951,16457.000
Washington,Minnesota,71858.758,37403.256,35.954,1834.000,72.000,3535.142,20264.461,5735.961
Lac qui Parle,Minnesota,495168.855,315122.897,548.679,0.000,0.000,0.000,794.570,0.000
Hennepin,Minnesota,189514.562,30211.389,56.954,3921.000,33.000,13189.946,110123.130,24086.000
Carver,Minnesota,127878.150,104617.514,416.065,1164.000,0.000,787.471,7005.713,0.000
Yellow Medicine,Minnesota,464441.985,335686.334,1074.734,1399.000,0.000,248.882,1272.899,0.000
Dakota,Minnesota,274659.946,165254.620,300.336,7443.000,35.000,2870.143,35327.567,47197.000
Renville,Minnesota,569584.747,498231.055,2230.955,2974.000,0.000,12.247,1780.386,0.000
Scott,Minnesota,113399.022,78974.929,249.040,1189.000,1395.000,2061.360,8996.782,4980.661
Sibley,Minnesota,293607.767,267977.971,1484.692,2882.000,195.000,16.330,1512.509,0.000
Goodhue,Minnesota,320042.338,244323.925,1360.684,15119.000,3648.000,538.589,4618.686,0.000
Rice,Minnesota,254767.371,153556.637,2076.799,3317.000,0.000,289.706,5762.853,5763.747
Le Sueur,Minnesota,274304.394,177967.739,732.828,8171.000,0.000,505.930,2504.367,0.000
Brown,Minnesota,348668.709,271535.698,2776.732,331.000,0.000,248.882,2741.414,1176.000
Winona,Minnesota,190527.097,121723.105,856.954,13432.000,83.000,277.459,5104.898,0.000
Fillmore,Minnesota,400831.075,274835.046,1410.389,15025.000,9908.000,20.412,2261.999,0.000
Menominee,Michigan,79252.965,4801.092,273.737,38897.000,23268.000,754.812,3267.140,5663.161
Knox,Kentucky,66502.335,618.407,4.917,24149.000,37635.000,505.930,3536.505,0.000
Dickinson,Iowa,202164.802,164958.925,362.823,0.000,0.000,4.082,1784.821,0.000
Dent,Missouri,101213.939,0.000,149.201,51000.000,46367.000,758.894,1682.449,264.637
Cape Girardeau,Missouri,175314.575,66113.488,1005.867,26394.000,4467.000,1269.806,7869.427,798.000
Texas,Missouri,131332.147,242.379,1403.218,73618.000,50675.000,1000.512,2815.934,0.000
Barton,Kansas,200686.308,121317.832,56.607,18.000,0.000,0.000,3648.549,1388.812
Shannon,Missouri,143529.290,0.000,158.958,61521.000,80185.000,762.977,887.590,0.000
Scott,Missouri,179293.104,153845.260,142.205,1957.000,0.000,542.671,4400.985,0.000
Stoddard,Missouri,462264.521,329794.125,240.049,3725.000,8940.000,257.047,3530.570,11475.000
Mississippi,Missouri,225081.379,210338.614,306.712,4204.000,0.000,0.000,1522.504,0.000
Douglas,Missouri,65480.167,0.000,1413.919,44007.000,13961.000,252.965,1395.149,0.000
Howell,Missouri,119488.956,0.000,1350.704,53612.000,56634.000,1543.183,4061.475,970.000
Butler,Missouri,232726.842,161508.806,20.638,48705.000,8062.000,518.177,4629.996,6482.161
New Madrid,Missouri,300468.736,286397.292,56.005,3610.000,0.000,16.330,2107.012,1342.000
McCracken,Kentucky,65027.728,24256.041,55.157,9971.000,119.000,996.430,7190.740,6061.301
Polk,Minnesota,939124.738,279974.506,146.163,31678.000,302.000,4.082,3271.290,0.000
Clearwater,Minnesota,116541.840,5393.513,87.251,55779.000,9609.000,510.012,920.414,0.000
Itasca,Minnesota,423137.385,218.400,16.965,266570.000,145995.000,510.012,4696.169,0.000
Norman,Minnesota,349125.201,138590.366,96.934,8903.000,0.000,244.800,823.789,0.000
Cass,Minnesota,177489.930,5848.281,111.221,140920.000,23837.000,767.059,2764.955,0.000
Crow Wing,Minnesota,129712.671,6302.713,74.840,71414.000,41333.000,820.130,5699.388,1377.000
Traverse,Minnesota,296605.469,244099.103,138.757,0.000,0.000,0.000,497.964,0.000
Benton,Minnesota,128567.792,72263.665,485.960,6190.000,36150.000,852.790,3371.134,0.000
Stearns,Minnesota,438631.824,283228.634,3196.088,4837.000,2696.000,2118.514,13388.698,0.000
Chisago,Minnesota,65559.256,41207.101,111.551,15463.000,149.000,1025.006,4139.076,0.000
Big Stone,Minnesota,217075.346,169914.689,311.945,0.000,0.000,4.082,573.248,0.000
Harlan,Kentucky,139033.449,0.000,0.000,71035.000,64073.000,0.000,3870.546,0.000
Wayne,Kentucky,65905.915,8139.509,706.352,18807.000,34611.000,554.918,2340.679,0.000
Alpena,Michigan,55873.976,6284.133,135.912,11450.000,31519.000,1004.594,3975.221,0.000
Whitley,Kentucky,85446.512,507.411,7.551,58103.000,20543.000,510.012,3886.804,1051.050
McCreary,Kentucky,90414.304,0.000,1.932,55483.000,32107.000,734.400,1941.794,0.000
Carlisle,Kentucky,144654.355,37920.553,435.413,18325.000,44118.000,4.082,579.905,0.000
Allen,Kentucky,57671.804,2388.121,1482.877,31453.000,13697.000,244.800,2019.822,0.000
Clinton,Kentucky,56182.764,685.199,160.942,37503.000,15508.000,738.482,1134.847,0.000
Monroe,Kentucky,110448.369,818.346,367.728,33204.000,70873.000,988.265,1364.815,0.000
Fulton,Kentucky,85285.279,56686.894,28.927,8044.000,5854.000,0.000,930.889,0.000
Arenac,Michigan,81223.035,31515.493,26.888,4039.000,11703.000,244.800,2132.840,0.000
Huron,Michigan,321971.984,220104.083,1513.968,973.000,565.000,505.930,4538.683,1131.900
Bay,Michigan,132636.699,86423.515,25.019,2060.000,0.000,771.142,13389.188,6334.559
Newaygo,Michigan,70430.955,19062.011,387.763,23221.000,15580.000,257.047,6115.002,0.000
Sanilac,Michigan,310804.762,205986.443,821.224,870.000,0.000,742.565,5267.684,0.000
Tuscola,Michigan,241696.157,165267.971,475.611,1365.000,1029.000,24.494,7071.516,0.000
Muskegon,Michigan,111576.625,12629.528,373.119,7035.000,48335.000,273.377,20398.495,19647.000
Lapeer,Michigan,94418.863,64009.732,231.551,1260.000,2272.000,1000.512,10666.990,0.000
Kent,Michigan,172905.994,53412.029,507.650,12344.000,4619.000,10581.833,68278.249,8120.161
Genesee,Michigan,139034.651,47731.082,149.756,2973.000,0.000,1539.101,51936.805,28477.000
Ottawa,Michigan,156948.493,52558.900,2333.435,32352.000,0.000,5090.573,28543.757,27706.000
Livingston,Michigan,60274.286,35433.063,144.587,1771.000,0.000,799.718,18831.800,0.000
Allegan,Michigan,161432.813,113955.448,4104.642,5289.000,10150.000,526.342,12948.789,0.000
St. Clair,Michigan,113635.646,73122.689,135.335,1482.000,5788.000,762.977,20147.033,8174.761
Macomb,Michigan,145658.609,28165.502,74.460,5448.000,0.000,4645.879,93834.100,12033.161
Oakland,Michigan,183611.034,0.000,21.002,2272.000,320.000,11876.134,142843.019,24150.000
Van Buren,Michigan,84718.977,38427.358,441.623,4005.000,11438.000,505.930,9199.662,0.000
Berrien,Michigan,125147.569,66923.353,234.877,1934.000,0.000,1530.936,19482.412,22821.000
Wayne,Michigan,390666.506,0.000,0.000,7434.000,0.000,9246.708,243732.461,126845.000
Cumberland,Maine,145756.440,0.000,7.509,80710.000,30391.000,5066.078,27482.637,1660.000
York,Maine,146823.637,0.000,12.000,112343.000,13935.000,1396.361,18828.479,0.000
Washington,Maryland,55701.421,19490.392,990.118,2852.000,0.000,1771.654,15680.623,6775.000
St. Martin,Louisiana,207661.240,182307.707,6.653,20332.000,0.000,8.165,4926.377,0.000
St. Mary,Louisiana,227142.908,219927.050,1.848,0.000,0.000,252.965,5515.747,1356.830
Coffee,Alabama,156871.514,12758.604,5153.470,36081.000,0.000,8.165,4876.516,6209.161
Geneva,Alabama,262334.852,18955.026,4140.675,19065.000,0.000,257.047,3066.402,0.000
Baldwin,Alabama,246392.008,21647.384,939.611,55817.000,87425.000,1832.890,15146.058,6209.161
Preston,West Virginia,133690.669,1585.660,112.624,47078.000,80258.000,8.165,2954.506,0.000
Mobile,Alabama,474445.861,3305.400,324.688,38208.000,350961.000,7287.408,43903.444,24400.530
Mineral,West Virginia,55952.926,0.000,19.803,20605.000,32545.000,4.082,2734.265,0.000
Fairbanks North,Alaska,72005.136,0.000,0.000,12027.000,50962.000,514.094,8365.058,0.000
Calhoun,Arkansas,76938.932,0.000,3.810,76199.000,0.000,0.000,726.624,0.000
Drew,Arkansas,172906.481,42321.864,414.525,107597.000,0.000,285.624,2889.602,0.000
Bradley,Arkansas,533139.528,0.000,436.715,100102.000,430462.000,269.294,1848.684,0.000
Miller,Arkansas,108385.578,29738.424,1440.669,61776.000,0.000,493.682,4658.484,0.000
Chicot,Arkansas,243228.198,143914.851,6.667,45435.000,0.000,0.000,1653.491,0.000
Lafayette,Arkansas,85085.885,17077.475,2736.479,62968.000,0.000,12.247,1129.017,0.000
Columbia,Arkansas,341271.969,0.000,2715.239,95557.000,239246.000,514.094,3197.299,0.000
Ashley,Arkansas,185325.334,72298.236,3.810,80989.000,0.000,252.965,2952.207,0.000
Union,Arkansas,498544.190,0.000,2513.620,234180.000,256056.000,32.659,5686.459,0.000
Franklin,Alabama,58473.149,118.486,4905.759,29909.000,0.000,269.294,3438.392,0.000
Pendleton,West Virginia,87832.153,792.830,91.952,12434.000,73520.000,4.082,890.913,0.000
Jackson,Alabama,197299.989,27557.511,3743.521,51960.000,67960.000,1237.147,5558.944,1843.363
Braxton,West Virginia,75728.392,0.000,6.256,38317.000,35357.000,497.765,1526.060,0.000
Pocahontas,West Virginia,59423.499,0.000,15.128,13288.000,44536.000,16.330,1163.752,0.000
Webster,West Virginia,103996.797,0.000,0.000,64859.000,37338.000,505.930,1130.376,0.000
Cherokee,Alabama,61784.762,10516.921,332.019,11888.000,0.000,20.412,2523.193,5117.161
Florence,Wisconsin,62738.098,0.000,0.000,38278.000,23337.000,257.047,596.363,0.000
Ellis,Texas,150752.117,57015.722,47.881,0.000,0.000,306.036,12243.726,64933.000
Marion,Alabama,63851.983,1937.794,826.185,31343.000,1505.000,530.424,3528.259,0.000
Kanawha,West Virginia,76691.534,0.000,0.000,30646.000,21813.000,1282.054,21347.689,1271.949
Cullman,Alabama,110657.553,5980.647,5218.059,28841.000,42923.000,554.918,8038.434,2845.620
Winston,Alabama,146611.935,0.000,3166.253,22233.000,114169.000,3367.908,2791.452,0.000
Lamar,Alabama,285058.884,0.000,64.836,35219.000,226347.000,8.165,2883.606,0.000
Greenbrier,West Virginia,145149.057,0.000,125.152,105118.000,36259.000,44.906,3545.028,0.000
Fayette,West Virginia,95829.183,0.000,3.255,45409.000,45267.000,244.800,4826.451,0.000
Walker,Alabama,177464.591,0.000,2171.646,70135.000,92261.000,273.377,8532.087,1668.901
Logan,West Virginia,67526.954,0.000,0.000,13638.000,50137.000,8.165,3681.432,0.000
Raleigh,West Virginia,87708.632,0.000,3.839,52447.000,19293.000,518.177,7824.618,7491.000
Pierce,Wisconsin,237920.573,107011.773,256.517,7475.000,4626.000,277.459,3747.912,0.000
Calhoun,Georgia,69591.144,22566.833,703.507,20031.000,0.000,4.082,860.971,0.000
Pierce,Georgia,252943.443,9801.928,238.200,25123.000,210801.000,252.965,1771.676,0.000
Early,Georgia,119316.901,39002.545,92.437,25470.000,0.000,0.000,1600.416,0.000
Berrien,Georgia,88044.201,17144.257,647.096,18890.000,38070.000,24.494,2017.630,0.000
Ware,Georgia,208046.910,3238.236,419.481,41232.000,155775.000,758.894,4449.942,0.000
Mitchell,Georgia,348721.504,45751.579,3912.478,35484.000,230609.000,497.765,2935.850,0.000
Brantley,Georgia,219428.830,521.003,197.144,44053.000,172346.000,252.965,1754.202,0.000
Cook,Georgia,180485.288,10965.932,634.114,15014.000,146395.000,988.265,1786.189,0.000
Colquitt,Georgia,85975.173,28981.104,1361.940,32530.000,0.000,518.177,4883.888,0.000
Rusk,Texas,231162.463,0.000,145.175,55857.000,167348.000,501.847,5637.249,0.000
Fayette,Alabama,150682.127,1578.109,190.978,29117.000,99948.000,501.847,2147.756,0.000
Jefferson,Alabama,165911.977,0.000,27.375,28211.000,0.000,7748.431,67767.860,60525.940
Talladega,Alabama,285334.667,5762.622,672.832,29085.000,224885.000,1241.230,8689.331,0.000
Tuscaloosa,Alabama,469856.312,2508.253,476.378,55348.000,378028.000,2285.748,17989.453,6209.161
Shelby,Alabama,129827.925,1225.350,89.061,29894.000,72457.000,2285.748,14802.431,7410.361
Bayfield,Wisconsin,114177.017,887.950,25.535,102416.000,8930.000,244.800,1582.589,0.000
Douglas,Wisconsin,80025.095,198.450,10.790,69218.000,4323.000,40.824,4664.453,1497.999
Ashland,Wisconsin,89737.377,446.250,1.168,55647.000,31066.000,510.012,2039.057,0.000
Iron,Wisconsin,66404.629,0.000,0.000,65584.000,0.000,36.742,772.542,0.000
Vilas,Wisconsin,110646.637,0.000,0.000,62889.000,45182.000,269.294,2271.563,0.000
Trempealeau,Wisconsin,329936.489,97267.168,599.780,16129.000,23209.000,530.424,2956.264,0.000
Jackson,Wisconsin,166893.404,51700.094,234.738,46962.000,15423.000,8.165,2079.485,1220.595
Buffalo,Wisconsin,195147.152,71494.738,394.793,22690.000,28310.000,244.800,1462.453,0.000
Outagamie,Wisconsin,265779.789,98102.092,461.034,4355.000,71301.000,4258.195,16358.452,10203.883
Washburn,Wisconsin,98236.381,11155.317,38.556,66288.000,16155.000,261.130,1684.242,1149.790
Manitowoc,Wisconsin,141657.528,61847.448,476.449,4421.000,6998.000,530.424,8417.858,10135.327
Juneau,Wisconsin,149218.911,57783.457,97.586,42094.000,12805.000,758.894,2507.007,0.000
Sawyer,Wisconsin,215346.019,3412.392,29.211,104622.000,103992.000,289.706,2154.041,330.000
Burnett,Wisconsin,54606.539,16729.303,35.741,31970.000,2542.000,24.494,1829.831,0.000
Forest,Wisconsin,125589.611,0.000,0.000,79187.000,44483.000,514.094,1086.843,0.000
Price,Wisconsin,150667.631,1933.508,42.185,63720.000,82469.000,522.259,1753.757,8.886
Oneida,Wisconsin,122456.482,3346.350,0.000,68322.000,45568.000,24.494,3926.690,1118.322
Marinette,Wisconsin,229754.894,20157.781,119.610,87945.000,105891.000,1012.759,4310.972,489.096
Polk,Wisconsin,153350.370,76063.101,209.245,14881.000,3155.000,559.001,4559.678,0.000
Barron,Wisconsin,162505.440,87118.791,311.285,25479.000,23674.000,314.201,4921.774,0.000
Rusk,Wisconsin,81441.011,11338.166,127.735,51580.000,13781.000,61.236,1706.557,0.000
Lincoln,Wisconsin,142814.945,5285.824,55.960,68435.000,64787.000,803.801,3036.141,207.074
Vernon,Wisconsin,218826.576,76753.163,303.986,17277.000,51295.000,497.765,2969.423,0.000
Columbia,Wisconsin,208166.579,150517.742,430.207,5795.000,2182.000,530.424,5667.529,5.532
Sauk,Wisconsin,231938.915,94613.478,765.167,23918.000,23802.000,510.012,5941.486,1531.250
Dodge,Wisconsin,272242.619,193155.180,730.633,2228.000,0.000,2244.924,8716.955,8969.000
Richland,Wisconsin,166445.494,37084.433,234.289,16448.000,0.000,8.165,1871.848,0.000
Washington,Florida,104948.746,2125.847,6.569,64491.000,326.000,0.000,2447.769,0.000
Langlade,Wisconsin,148711.499,34322.504,71.756,76084.000,35187.000,265.212,2060.888,0.000
Spokane,Washington,161847.376,96698.950,365.300,32.000,0.000,7279.243,46567.618,10213.161
Snohomish,Washington,568501.146,409.314,2841.829,46596.000,432471.000,8238.175,68078.185,8864.521
Grant,Washington,181021.146,169880.067,2237.404,0.000,0.000,489.600,8290.554,0.000
Lincoln,Washington,270189.257,268819.050,41.509,0.000,0.000,0.000,1311.858,0.000
Chilton,Alabama,283798.029,483.249,68.746,33493.000,233594.000,771.142,4468.680,0.000
Grays Harbor,Washington,409122.812,0.000,541.008,109128.000,289054.000,1049.501,8183.943,1055.249
King,Washington,504804.358,0.000,2049.157,30271.000,177124.000,32279.861,194150.981,66057.000
Adams,Washington,153119.653,147116.808,1028.543,2311.000,0.000,0.000,2095.645,540.492
Whitman,Washington,428975.730,423545.036,202.148,0.000,0.000,4.082,5157.096,0.000
Mason,Washington,439563.831,0.000,0.000,19447.000,412135.000,538.589,5755.684,1605.862
Thurston,Washington,54484.712,0.000,2103.209,22699.000,1103.000,1751.242,24647.879,1837.500
Taylor,Wisconsin,79427.867,25377.834,180.348,44536.000,5082.000,77.566,2137.118,0.000
Oconto,Wisconsin,129772.114,38932.217,234.035,27621.000,16933.000,1514.606,3631.652,0.000
Chippewa,Wisconsin,188292.258,83170.701,390.036,30256.000,37190.000,518.177,5666.165,0.000
Door,Wisconsin,72391.690,22630.539,90.289,5286.000,258.000,24.494,2869.203,852.818
St. Croix,Wisconsin,255559.100,109093.638,311.304,10416.000,0.000,1057.666,6547.913,0.000
Dunn,Wisconsin,240626.176,103281.917,315.611,20802.000,13983.000,281.542,4232.941,0.000
Marathon,Wisconsin,307713.915,87864.397,632.587,63345.000,121642.000,5057.914,12866.966,8320.000
Pierce,Washington,1592374.353,0.000,955.197,93375.000,1356864.000,11381.551,79688.728,48951.000
Yakima,Washington,660340.914,37981.231,9875.623,57642.000,512116.000,2277.583,25248.417,14832.000
Clark,Wisconsin,166411.494,77606.759,660.208,53877.000,23057.000,330.530,3606.825,0.000
Shawano,Wisconsin,166399.231,56975.696,368.158,32584.000,44278.000,538.589,4313.032,0.000
Eau Claire,Wisconsin,187563.388,52219.712,135.319,20161.000,1962.000,293.789,9890.774,7469.000
Prairie,Arkansas,322054.497,201934.739,54.018,15595.000,0.000,0.000,1055.940,0.000
Frederick,Virginia,50117.765,996.701,103.194,8662.000,24115.000,783.389,6674.666,8684.907
Loudoun,Virginia,57826.389,9436.282,58.469,18408.000,1782.000,1563.595,19300.558,5639.865
Lonoke,Arkansas,309325.794,219574.957,555.243,17530.000,0.000,32.659,5938.688,0.000
Pulaski,Arkansas,123217.395,30270.200,12.382,20490.000,0.000,4282.690,43009.875,11852.809
Monroe,Arkansas,208753.860,173223.797,0.952,15854.000,0.000,244.800,1135.088,0.000
Lee,Arkansas,234116.301,201902.062,1.905,20328.000,0.000,0.000,1483.350,0.000
Saline,Arkansas,106832.476,0.000,10.477,46591.000,49942.000,257.047,9427.981,0.000
Garland,Arkansas,280723.356,0.000,184.525,40805.000,226555.000,2285.748,10747.455,0.000
Houston,Georgia,175557.984,8764.689,599.424,15175.000,121423.000,1012.759,12542.883,1998.681
Sabine,Texas,196339.441,0.000,37.529,44949.000,150202.000,8.165,1125.435,0.000
Bulloch,Georgia,283438.850,26024.644,1377.336,25424.000,176997.000,992.347,6835.286,0.000
Effingham,Georgia,252444.621,4838.992,203.562,42207.000,200023.000,489.600,4307.415,0.000
Portage,Wisconsin,119031.836,52156.524,184.160,18524.000,26855.000,1277.971,6766.507,1260.469
Clark,Arkansas,531721.373,0.000,954.412,65896.000,443522.000,758.894,2969.595,0.000
Sevier,Arkansas,132928.414,0.000,7459.081,56758.000,65219.000,244.800,2198.155,0.000
Lincoln,Arkansas,197165.123,104252.590,2561.572,65059.000,0.000,248.882,1695.003,0.000
Dallas,Arkansas,410430.340,0.000,4.762,78192.000,325868.000,0.000,1201.081,0.000
Augusta,Virginia,99372.240,4754.148,1933.821,20055.000,56207.000,762.977,7487.599,0.000
Desha,Arkansas,226621.802,173755.189,2.857,27963.000,0.000,244.800,1970.545,0.000
Wood,Wisconsin,419013.030,36617.959,271.695,21972.000,337432.000,1539.101,7961.633,4141.000
Cleveland,Arkansas,83846.527,0.000,2721.620,78081.000,0.000,489.600,1130.345,0.000
Hempstead,Arkansas,109190.087,0.000,5744.084,64894.000,0.000,8.165,2611.013,0.000
Nevada,Arkansas,299573.492,0.000,2642.002,148166.000,137267.000,244.800,1101.990,0.000
Little River,Arkansas,91703.282,14798.247,1766.250,70701.000,0.000,0.000,1508.580,0.000
Albemarle,Virginia,103463.158,911.977,62.802,31813.000,51108.000,754.812,9023.102,7517.901
Westmoreland,Virginia,88536.452,17695.539,1.582,25545.000,35653.000,489.600,1884.630,0.000
Pepin,Wisconsin,78851.214,35079.681,102.514,5539.000,12739.000,8.165,898.300,0.000
Ouachita,Arkansas,311518.934,0.000,335.715,89992.000,215831.000,497.765,3731.650,0.000
Caroline,Virginia,125858.585,15390.933,4.394,45945.000,59090.000,248.882,2584.494,0.000
San Bernardino,California,291323.480,798.000,6733.572,0.000,0.000,20118.391,196048.147,64798.650
Essex,Virginia,66965.818,25427.905,1.406,20010.000,11708.000,257.047,1216.846,0.000
Waupaca,Wisconsin,128776.937,55015.862,271.234,18321.000,14777.000,1012.759,5503.515,0.000
Brown,Wisconsin,130389.357,53176.451,416.189,2629.000,3500.000,4364.338,22534.428,22610.000
Kewaunee,Wisconsin,91543.244,35093.286,325.287,1648.000,10692.000,281.542,2005.938,358.580
Candler,Georgia,70013.864,7674.471,732.725,23351.000,0.000,4.082,1211.104,0.000
Waushara,Wisconsin,93739.297,62564.951,75.083,11303.000,7424.000,261.130,2573.102,0.000
Louisa,Virginia,114036.274,1662.625,55.954,33029.000,72498.000,754.812,3070.507,0.000
Richmond,Virginia,52343.244,18760.002,0.879,13820.000,18462.000,20.412,1265.384,0.000
Kern,California,249628.295,112520.214,11804.357,807.000,0.000,2318.407,77284.131,43800.090
Rockbridge,Virginia,121158.225,422.843,159.242,29151.000,87535.000,12.247,2345.698,0.000
Riverside,California,302288.683,25379.071,17047.324,0.000,0.000,9438.725,177904.560,69963.550
Santa Barbara,California,68359.538,1073.236,494.058,0.000,0.000,2609.014,46077.800,17445.070
Orange,California,488505.623,281.750,1.787,0.000,0.000,24698.196,328820.628,129996.640
Hanover,Virginia,77466.472,14307.678,99.270,15873.000,34727.000,1322.878,10003.246,0.000
Imperial,California,76096.198,55822.047,103.378,0.000,0.000,984.182,16478.133,2473.050
King and Queen,Virginia,60115.764,12236.195,0.000,29213.000,11587.000,489.600,928.964,0.000
Alleghany,Virginia,104032.843,0.000,3.691,16721.000,84636.000,738.482,1729.496,0.000
Calumet,Wisconsin,71168.859,52623.031,234.911,1116.000,0.000,497.765,4037.413,2695.000
King William,Virginia,73173.502,15869.647,54.919,34199.000,20114.000,497.765,1572.737,0.000
Ventura,California,134246.407,0.000,585.933,0.000,0.000,2379.643,87219.736,42815.608
Los Angeles,California,1592450.768,204.050,110.909,0.000,0.000,61285.205,1089985.027,425124.400
San Diego,California,440162.974,456.536,1889.076,0.000,0.000,19297.505,322291.093,91575.810
Accomack,Virginia,71649.481,36082.998,355.000,10040.000,18532.000,252.965,4499.706,0.000
Amherst,Virginia,73930.293,0.000,15.817,35581.000,33880.000,505.930,3595.430,0.000
Navajo,Arizona,155277.329,0.000,5289.822,24769.000,108588.000,1518.689,10337.481,4613.161
Maricopa,Arizona,515608.276,69266.685,4211.158,0.000,0.000,28679.076,312336.802,96034.450
Buckingham,Virginia,80188.174,226.523,614.365,50438.000,21124.000,244.800,1761.190,0.000
Pinal,Arizona,150765.033,126525.669,2530.277,0.000,0.000,1025.006,18496.884,1890.000
Yuma,Arizona,89560.282,66286.724,20.271,0.000,0.000,1273.889,16317.618,5397.161
Winnebago,Wisconsin,154460.985,70107.767,165.286,3308.000,103.000,844.625,15667.972,17434.000
Monroe,Wisconsin,202797.311,68105.727,290.352,50887.000,5032.000,1738.994,4336.383,739.371
La Crosse,Wisconsin,118932.537,43682.972,312.947,23394.000,0.000,1065.830,11098.177,1921.000
Pima,Arizona,131454.620,15945.750,176.546,0.000,0.000,2964.038,86101.588,24871.480
Cochise,Arizona,51675.319,34206.980,218.521,0.000,0.000,20.412,12757.525,4277.161
Henrico,Virginia,52856.775,3489.269,1.406,6419.000,0.000,2498.789,30204.698,9750.000
Randolph,Arkansas,85545.159,67689.883,417.787,13189.000,0.000,497.765,2104.914,0.000
Green Lake,Wisconsin,105539.864,53213.109,134.981,1074.000,0.000,252.965,1989.202,12869.000
Clay,Arkansas,251320.936,216389.713,7.620,2139.000,0.000,257.047,2130.826,0.000
Hendry,Florida,525265.484,518426.300,113.857,2728.000,0.000,0.000,3937.450,0.000
Bedford,Virginia,98312.586,501.749,235.454,48706.000,40943.000,758.894,6805.659,262.000
Madison,Arkansas,55441.126,0.000,5525.188,20791.000,26718.000,497.765,1667.439,0.000
Greene,Arkansas,172781.677,143089.266,33.676,2967.000,0.000,252.965,4223.215,0.000
Chesterfield,Virginia,82218.778,736.030,26.757,24979.000,0.000,2988.389,29662.142,22983.000
Appomattox,Virginia,69397.731,1033.824,51.727,40912.000,23637.000,16.330,1726.533,0.000
Lawrence,Arkansas,210187.708,172659.179,630.049,16020.000,11910.000,4.082,2239.871,0.000
Washington,Arkansas,102903.026,0.000,11305.638,18967.000,42960.000,2012.371,18094.058,9303.161
Amelia,Virginia,127084.559,3437.475,321.773,47488.000,30866.000,750.730,1285.129,9849.161
Charles City,Virginia,61349.582,9969.433,0.000,20399.000,14463.000,746.647,780.772,14592.809
Stone,Arkansas,56068.743,0.000,2505.630,29664.000,22496.000,20.412,1363.686,0.000
Marquette,Wisconsin,67121.031,30857.329,89.769,6920.000,0.000,1469.700,1754.751,7665.161
Shasta,California,768608.088,714.186,40.175,55646.000,682133.000,3739.118,19959.419,6106.230
Lassen,California,294561.507,1604.336,45.954,49615.000,238371.000,12.247,4235.532,621.500
Humboldt,California,1940012.978,241.624,2518.656,523294.000,1392795.000,571.248,15935.448,4447.791
Prince George,Virginia,82485.564,7589.595,1.406,42280.000,22107.000,505.930,3725.408,0.000
Butte,California,605371.413,158525.120,381.372,11832.000,408960.000,1616.666,23711.611,8.680
Mendocino,California,734812.815,0.000,94.675,219404.000,494491.000,2776.248,10873.643,7030.601
Fond du Lac,Wisconsin,222150.515,130471.715,507.236,1003.000,3975.000,771.142,9940.428,1094.000
Sheboygan,Wisconsin,102139.299,63095.102,297.759,4356.000,1657.000,1563.595,11465.724,385.000
Washington,Wisconsin,110195.093,47548.258,227.665,1575.000,976.000,3000.636,11765.799,30991.000
Ozaukee,Wisconsin,59990.365,22714.321,90.289,830.000,0.000,1282.054,8270.438,0.000
Crawford,Wisconsin,175561.914,38717.807,179.698,13359.000,19172.000,273.377,1804.179,0.000
Dane,Wisconsin,458083.015,244676.020,787.855,12877.000,2175.000,4580.561,43563.085,10724.000
Grant,Wisconsin,491349.386,207309.387,1329.799,23756.000,10481.000,1233.065,5109.904,0.000
Iowa,Wisconsin,333744.867,79618.531,460.441,8443.000,2009.000,493.682,2354.378,0.000
